pc_id,size,annotated,keys
PC_02238,5,5.0,hypothetical_protein (5)
PC_02239,5,5.0,hypothetical_protein (5)
PC_02240,5,5.0,hypothetical_protein (5)
PC_02241,5,5.0,DNA_helicase (5)
PC_02242,5,5.0,DNA_helicase (5)
PC_02243,5,5.0,hypothetical_protein (5)
PC_02244,5,5.0,hypothetical_protein (5)
PC_02245,5,5.0,hypothetical_protein (5)
PC_02246,5,5.0,hypothetical_protein (5)
PC_02247,5,5.0,hypothetical_protein (1); transcriptional_regulator (2); metallo-protease (2)
PC_02248,5,5.0,exonuclease (4); hypothetical_protein (1)
PC_02249,5,5.0,hypothetical_protein (5)
PC_02250,5,5.0,terminase_small_subunit (5)
PC_02251,5,5.0,integrase (5)
PC_02252,5,5.0,hypothetical_protein (5)
PC_02253,5,5.0,hypothetical_protein (5)
PC_02254,5,5.0,hypothetical_protein (5)
PC_02255,5,5.0,transcriptional_repressor (4); transcriptional_regulator (1)
PC_02256,5,5.0,hypothetical_protein (5)
PC_02257,5,5.0,head_scaffolding_protein (5)
PC_02258,5,5.0,hypothetical_protein (5)
PC_02259,5,5.0,tail_protein (5)
PC_02260,5,5.0,hypothetical_protein (5)
PC_02261,5,5.0,hypothetical_protein (1); transcriptional_regulator (4)
PC_02262,5,5.0,hypothetical_protein (5)
PC_02263,5,5.0,hypothetical_protein (5)
PC_02264,5,5.0,hypothetical_protein (5)
PC_02265,5,5.0,hypothetical_protein (5)
PC_02266,5,5.0,hypothetical_protein (5)
PC_02267,5,5.0,Rha-like_transcriptional_regulator (5)
PC_02268,5,5.0,tail_assembly_protein (5)
PC_02269,5,5.0,tail_length_tape_measure_protein (5)
PC_02270,5,5.0,major_head_protein (5)
PC_02271,5,5.0,hypothetical_protein (5)
PC_02272,5,5.0,tail_protein (5)
PC_02273,5,5.0,hypothetical_protein (5)
PC_02274,5,5.0,hypothetical_protein (5)
PC_02275,5,5.0,hypothetical_protein (5)
PC_02276,5,5.0,hypothetical_protein (5)
PC_02277,5,5.0,hypothetical_protein (5)
PC_02278,5,5.0,hypothetical_protein (5)
PC_02279,5,5.0,Rz-like_spanin (4); hypothetical_protein (1)
PC_02280,5,5.0,tail_completion_or_Neck1_protein (5)
PC_02281,5,5.0,head_scaffolding_protein (5)
PC_02282,5,5.0,zinc-finger_domain_protein (4); hypothetical_protein (1)
PC_02283,5,5.0,hypothetical_protein (5)
PC_02284,5,5.0,hypothetical_protein (5)
PC_02285,5,5.0,hypothetical_protein (5)
PC_02286,5,5.0,hypothetical_protein (5)
PC_02287,5,5.0,hypothetical_protein (5)
PC_02288,5,5.0,minor_tail_protein (3); hypothetical_protein (2)
PC_02289,5,5.0,hypothetical_protein (5)
PC_02290,5,5.0,tail_protein (5)
PC_02291,5,5.0,hypothetical_protein (5)
PC_02292,5,5.0,transcriptional_regulator (4); hypothetical_protein (1)
PC_02293,5,5.0,endolysin (5)
PC_02294,5,5.0,DNA_invertase (4); hypothetical_protein (1)
PC_02295,5,5.0,hypothetical_protein (5)
PC_02296,5,5.0,hypothetical_protein (5)
PC_02297,5,5.0,beta-lactamase-inhibitor_protein_BLIP (5)
PC_02298,5,5.0,homing_endonuclease (5)
PC_02299,5,5.0,DNA_polymerase (5)
PC_02300,5,5.0,hypothetical_protein (5)
PC_02301,5,5.0,terminase_large_subunit (5)
PC_02302,5,5.0,hypothetical_protein (5)
PC_02303,5,5.0,hypothetical_protein (5)
PC_02304,5,5.0,head_maturation_protease (5)
PC_02305,5,5.0,hypothetical_protein (5)
PC_02306,5,5.0,hypothetical_protein (5)
PC_02307,5,5.0,hypothetical_protein (5)
PC_02308,5,5.0,ParB-like_partition_protein (4); hypothetical_protein (1)
PC_02309,5,5.0,hypothetical_protein (1); transcriptional_repressor (4)
PC_02310,5,5.0,hypothetical_protein (5)
PC_02311,5,5.0,hypothetical_protein (5)
PC_02312,5,5.0,hypothetical_protein (5)
PC_02313,5,5.0,hypothetical_protein (5)
PC_02314,5,5.0,hypothetical_protein (5)
PC_02315,5,5.0,hypothetical_protein (5)
PC_02316,5,5.0,hypothetical_protein (5)
PC_02317,5,5.0,hypothetical_protein (5)
PC_02318,5,5.0,hypothetical_protein (5)
PC_02319,5,5.0,hypothetical_protein (5)
PC_02320,5,5.0,hypothetical_protein (5)
PC_02321,5,5.0,hypothetical_protein (5)
PC_02322,5,5.0,hypothetical_protein (5)
PC_02323,5,5.0,hypothetical_protein (5)
PC_02324,5,5.0,hypothetical_protein (5)
PC_02325,5,5.0,hypothetical_protein (5)
PC_02326,5,5.0,late_transcriptional_activator (5)
PC_02327,5,5.0,hypothetical_protein (5)
PC_02328,5,5.0,endolysin (4); virion_structural_protein (1)
PC_02329,5,5.0,acetyltransferase (5)
PC_02330,5,5.0,hypothetical_protein (5)
PC_02331,5,5.0,hypothetical_protein (5)
PC_02332,5,5.0,hypothetical_protein (5)
PC_02333,5,5.0,hypothetical_protein (5)
PC_02334,5,5.0,hypothetical_protein (5)
PC_02335,5,5.0,hypothetical_protein (1); DNA_helicase (4)
PC_02336,5,5.0,co-chaperonin_GroES (5)
PC_02337,5,5.0,tail_protein (5)
PC_02338,5,5.0,DNA_primase (5)
PC_02339,5,5.0,hypothetical_protein (5)
PC_02340,5,5.0,holin (4); hypothetical_protein (1)
PC_02341,5,5.0,hypothetical_protein (5)
PC_02342,5,5.0,RusA-like_Holliday_junction_resolvase (5)
PC_02343,5,5.0,hypothetical_protein (5)
PC_02344,5,5.0,hypothetical_protein (5)
PC_02345,5,5.0,hypothetical_protein (5)
PC_02346,5,5.0,hypothetical_protein (5)
PC_02347,5,5.0,hypothetical_protein (5)
PC_02348,5,5.0,hypothetical_protein (5)
PC_02349,5,5.0,minor_head_protein (5)
PC_02350,5,5.0,hypothetical_protein (5)
PC_02351,5,5.0,hypothetical_protein (5)
PC_02352,5,5.0,hypothetical_protein (5)
PC_02353,5,5.0,hypothetical_protein (5)
PC_02354,5,5.0,unknown_function (5)
PC_02355,5,5.0,DNA_transposition_protein (5)
PC_02356,5,5.0,transcriptional_regulator (5)
PC_02357,5,5.0,hypothetical_protein (5)
PC_02358,5,5.0,hypothetical_protein (5)
PC_02359,5,5.0,head-tail_adaptor_Ad1 (5)
PC_02360,5,5.0,hypothetical_protein (5)
PC_02361,5,5.0,hypothetical_protein (3); transcriptional_regulator (2)
PC_02362,5,5.0,virion_structural_protein (5)
PC_02363,5,5.0,hypothetical_protein (5)
PC_02364,5,5.0,virion_structural_protein (5)
PC_02365,5,5.0,virion_structural_protein (5)
PC_02366,5,5.0,internal_virion_protein (5)
PC_02367,5,5.0,major_head_protein (5)
PC_02368,5,5.0,hypothetical_protein (5)
PC_02369,5,5.0,DNA_methyltransferase (5)
PC_02370,5,5.0,baseplate_protein (5)
PC_02371,5,5.0,tail_protein (5)
PC_02372,5,5.0,baseplate_protein (5)
PC_02373,5,5.0,hypothetical_protein (5)
PC_02374,5,5.0,major_head_protein (5)
PC_02375,5,5.0,hypothetical_protein (5)
PC_02376,5,5.0,CII-like_transcriptional_activator (5)
PC_02377,5,5.0,tail_completion_or_Neck1_protein (5)
PC_02378,5,5.0,head_decoration (2); hypothetical_protein (3)
PC_02379,5,5.0,anti-sigma_factor (4); hypothetical_protein (1)
PC_02380,5,5.0,hypothetical_protein (5)
PC_02381,5,5.0,RusA-like_Holliday_junction_resolvase (4); hypothetical_protein (1)
PC_02382,5,5.0,hypothetical_protein (5)
PC_02383,5,5.0,hypothetical_protein (5)
PC_02384,5,5.0,hypothetical_protein (5)
PC_02385,5,5.0,hypothetical_protein (5)
PC_02386,5,5.0,HNH_endonuclease (5)
PC_02387,5,5.0,hypothetical_protein (5)
PC_02388,5,5.0,transposase (4); hypothetical_protein (1)
PC_02389,5,5.0,hypothetical_protein (5)
PC_02390,5,5.0,hypothetical_protein (5)
PC_02391,5,5.0,hypothetical_protein (1); baseplate_protein (4)
PC_02392,5,5.0,hypothetical_protein (5)
PC_02393,5,5.0,terminase_small_subunit (5)
PC_02394,5,5.0,hypothetical_protein (5)
PC_02395,5,5.0,hypothetical_protein (5)
PC_02396,5,5.0,hypothetical_protein (4); transcriptional_repressor (1)
PC_02397,5,5.0,baseplate_protein (5)
PC_02398,5,5.0,virion_structural_protein (4); hypothetical_protein (1)
PC_02399,5,5.0,Dda-like_helicase (5)
PC_02400,5,5.0,Dda-like_helicase (5)
PC_02401,5,5.0,hypothetical_protein (5)
PC_02402,5,5.0,hypothetical_protein (4); transcriptional_repressor (1)
PC_02403,5,5.0,hypothetical_protein (5)
PC_02404,5,5.0,hypothetical_protein (5)
PC_02405,5,5.0,hypothetical_protein (5)
PC_02406,5,5.0,hypothetical_protein (5)
PC_02407,5,5.0,hypothetical_protein (5)
PC_02408,5,5.0,hypothetical_protein (5)
PC_02409,5,5.0,hypothetical_protein (5)
PC_02410,5,5.0,virion_structural_protein (5)
PC_02411,5,5.0,structural_protein (5)
PC_02412,5,5.0,hypothetical_protein (5)
PC_02413,5,5.0,major_head_protein (4); hypothetical_protein (1)
PC_02414,5,5.0,hypothetical_protein (5)
PC_02415,5,5.0,hypothetical_protein (5)
PC_02416,5,5.0,hypothetical_protein (5)
PC_02417,5,5.0,head-tail_adaptor (5)
PC_02418,5,5.0,head-tail_adaptor (5)
PC_02419,5,5.0,hypothetical_protein (5)
PC_02420,5,5.0,hypothetical_protein (5)
PC_02421,5,5.0,hypothetical_protein (5)
PC_02422,5,5.0,hypothetical_protein (5)
PC_02423,5,5.0,hypothetical_protein (5)
PC_02424,5,5.0,hypothetical_protein (5)
PC_02425,5,5.0,hypothetical_protein (5)
PC_02426,5,5.0,hypothetical_protein (5)
PC_02427,5,5.0,nuclease (4); hypothetical_protein (1)
PC_02428,5,5.0,virion_structural_protein (5)
PC_02429,5,5.0,hypothetical_protein (1); endolysin (4); _inhibits_RNA_polymerase (4)
PC_02430,5,5.0,hypothetical_protein (5)
PC_02431,5,5.0,hypothetical_protein (5)
PC_02432,5,5.0,peptidase_HslV_family_protein (5)
PC_02433,5,5.0,hypothetical_protein (5)
PC_02434,5,5.0,hypothetical_protein (5)
PC_02435,5,5.0,holin (5)
PC_02436,5,5.0,DNA_primase (5)
PC_02437,5,5.0,nucleotide_pyrophosphohydrolase (5)
PC_02438,5,5.0,RIIB_lysis_inhibitor (5)
PC_02439,5,5.0,hypothetical_protein (1); HNH_endonuclease (4)
PC_02440,5,5.0,hypothetical_protein (5)
PC_02441,5,5.0,hypothetical_protein (5)
PC_02442,5,5.0,hypothetical_protein (5)
PC_02443,5,5.0,major_tail_protein (4); hypothetical_protein (1)
PC_02444,5,5.0,hypothetical_protein (5)
PC_02445,5,5.0,hypothetical_protein (4); primase (1)
PC_02446,5,5.0,hypothetical_protein (5)
PC_02447,5,5.0,hypothetical_protein (5)
PC_02448,5,5.0,endolysin (5)
PC_02449,5,5.0,endolysin (5)
PC_02450,5,5.0,DNA_methyltransferase (5)
PC_02451,5,5.0,head-tail_adaptor_Ad1 (5)
PC_02452,5,5.0,hypothetical_protein (5)
PC_02453,5,5.0,holin (5)
PC_02454,5,5.0,hypothetical_protein (5)
PC_02455,5,5.0,hypothetical_protein (5)
PC_02456,5,5.0,hypothetical_protein (1); NinB/_Orf_homologous_recombination_mediator (4)
PC_02457,5,5.0,long_tail_fiber_protein_distal_subunit (1); tail_fiber_protein (2); hypothetical_protein (1); tail_collar_fiber_protein (1)
PC_02458,5,5.0,baseplate_wedge_subunit (5)
PC_02459,5,5.0,tail_sheath (5)
PC_02460,5,5.0,portal_protein (4); hypothetical_protein (1)
PC_02461,5,5.0,hypothetical_protein (5)
PC_02462,5,5.0,UmuD-like_protein (5)
PC_02463,5,5.0,hypothetical_protein (5)
PC_02464,5,5.0,hypothetical_protein (5)
PC_02465,5,5.0,hypothetical_protein (5)
PC_02466,5,5.0,transcriptional_regulator (3); hypothetical_protein (2)
PC_02467,5,5.0,RusA-like_Holliday_junction_resolvase (4); hypothetical_protein (1)
PC_02468,5,5.0,hypothetical_protein (5)
PC_02469,5,5.0,hypothetical_protein (5)
PC_02470,5,5.0,hypothetical_protein (5)
PC_02471,5,5.0,hypothetical_protein (5)
PC_02472,5,5.0,major_head_protein (5)
PC_02473,5,5.0,hypothetical_protein (5)
PC_02474,5,5.0,hypothetical_protein (5)
PC_02475,5,5.0,anti-repressor_Ant (5)
PC_02476,5,5.0,hypothetical_protein (5)
PC_02477,5,5.0,hypothetical_protein (5)
PC_02478,5,5.0,replicative_helicase-primase (5)
PC_02479,5,5.0,hypothetical_protein (4); DNA_polymerase/primase (1)
PC_02480,5,5.0,hypothetical_protein (5)
PC_02481,5,5.0,hypothetical_protein (5)
PC_02482,5,5.0,hypothetical_protein (4); minor_tail_protein (1)
PC_02483,5,5.0,hypothetical_protein (5)
PC_02484,5,5.0,thymidylate_synthase (5)
PC_02485,5,5.0,hypothetical_protein (4); major_tail_protein (1)
PC_02486,5,5.0,holin (5)
PC_02487,5,5.0,terminase_small_subunit (5)
PC_02488,5,5.0,Rz-like_spanin (5)
PC_02489,5,5.0,hypothetical_protein (5)
PC_02490,5,5.0,endonuclease (5)
PC_02491,5,5.0,hypothetical_protein (5)
PC_02492,5,5.0,hypothetical_protein (5)
PC_02493,5,5.0,virion_structural_protein (5)
PC_02494,5,5.0,tail_fiber_protein (4); hypothetical_protein (1)
PC_02495,5,5.0,hypothetical_protein (4); virion_structural_protein (1)
PC_02496,5,5.0,DnaB-like_replicative_helicase (5)
PC_02497,5,5.0,major_tail_protein (5)
PC_02498,5,5.0,hypothetical_protein (5)
PC_02499,5,5.0,hypothetical_protein (4); transcriptional_repressor (1)
PC_02500,5,5.0,hypothetical_protein (5)
PC_02501,5,5.0,exonuclease_VIII (5)
PC_02502,5,5.0,hypothetical_protein (4); MutT/NUDIX_hydrolase (1)
PC_02503,5,5.0,tail_completion_or_Neck1_protein (5)
PC_02504,5,5.0,hypothetical_protein (5)
PC_02505,5,5.0,endonuclease (5)
PC_02506,5,5.0,decoy_of_host_sigma70 (1); HNH_endonuclease (3); Srd_anti-sigma_factor (1)
PC_02507,5,5.0,hypothetical_protein (5)
PC_02508,5,5.0,transposase (5)
PC_02509,5,5.0,Holliday_junction_resolvase (5)
PC_02510,5,5.0,hypothetical_protein (5)
PC_02511,5,5.0,hypothetical_protein (5)
PC_02512,5,5.0,hypothetical_protein (5)
PC_02513,5,5.0,hypothetical_protein (5)
PC_02514,5,5.0,hypothetical_protein (5)
PC_02515,5,5.0,hypothetical_protein (5)
PC_02516,5,5.0,hypothetical_protein (5)
PC_02517,5,5.0,hypothetical_protein (5)
PC_02518,5,5.0,hypothetical_protein (5)
PC_02519,5,5.0,hypothetical_protein (5)
PC_02520,5,5.0,hypothetical_protein (5)
PC_02521,5,5.0,hypothetical_protein (5)
PC_02522,5,5.0,endolysin (5)
PC_02523,5,5.0,UvsX-like_recombinase (5)
PC_02524,5,5.0,hypothetical_protein (5)
PC_02525,5,5.0,hypothetical_protein (5)
PC_02526,5,5.0,hypothetical_protein (5)
PC_02527,5,5.0,hypothetical_protein (5)
PC_02528,5,5.0,hypothetical_protein (5)
PC_02529,5,5.0,hypothetical_protein (5)
PC_02530,5,5.0,hypothetical_protein (5)
PC_02531,5,5.0,hypothetical_protein (5)
PC_02532,5,5.0,hypothetical_protein (5)
PC_02533,5,5.0,hypothetical_protein (5)
PC_02534,5,5.0,hypothetical_protein (5)
PC_02535,5,5.0,nucleotide_pyrophosphohydrolase (5)
PC_02536,5,5.0,hypothetical_protein (5)
PC_02537,5,5.0,tail_terminator (5)
PC_02538,5,5.0,hypothetical_protein (5)
PC_02539,5,5.0,hypothetical_protein (5)
PC_02540,5,5.0,hypothetical_protein (5)
PC_02541,5,5.0,hypothetical_protein (5)
PC_02542,5,5.0,hypothetical_protein (5)
PC_02543,5,5.0,hypothetical_protein (5)
PC_02544,5,5.0,hypothetical_protein (5)
PC_02545,5,5.0,hypothetical_protein (5)
PC_02546,5,5.0,hypothetical_protein (5)
PC_02547,5,5.0,terminase_small_subunit (5)
PC_02548,5,5.0,hypothetical_protein (5)
PC_02549,5,5.0,hypothetical_protein (5)
PC_02550,5,5.0,hypothetical_protein (5)
PC_02551,5,5.0,hypothetical_protein (5)
PC_02552,5,5.0,hypothetical_protein (5)
PC_02553,5,5.0,hypothetical_protein (5)
PC_02554,5,5.0,hypothetical_protein (5)
PC_02555,5,5.0,transposase (5)
PC_02556,5,5.0,HNH_endonuclease (2); homing_endonuclease (3)
PC_02557,5,5.0,hypothetical_protein (5)
PC_02558,5,5.0,major_head_protein (5)
PC_02559,5,5.0,hypothetical_protein (5)
PC_02560,5,5.0,HicB-like_antitoxin (5)
PC_02561,5,5.0,hypothetical_protein (5)
PC_02562,5,5.0,hypothetical_protein (5)
PC_02563,5,5.0,hypothetical_protein (5)
PC_02564,5,5.0,hypothetical_protein (5)
PC_02565,5,5.0,RNA_polymerase_beta_subunit (5)
PC_02566,5,5.0,hypothetical_protein (5)
PC_02567,5,5.0,tail_length_tape_measure_protein (5)
PC_02568,5,5.0,terminase_large_subunit (5)
PC_02569,5,5.0,hypothetical_protein (5)
PC_02570,5,5.0,major_head_protein (5)
PC_02571,5,5.0,terminase (5)
PC_02572,5,5.0,hypothetical_protein (5)
PC_02573,5,5.0,hypothetical_protein (5)
PC_02574,5,5.0,hypothetical_protein (5)
PC_02575,5,5.0,minor_tail_protein (5)
PC_02576,5,5.0,hypothetical_protein (5)
PC_02577,5,5.0,DNA_ejection_protein (1); virion_structural_protein (4)
PC_02578,5,5.0,hypothetical_protein (4); DNA_polymerase (1)
PC_02579,5,5.0,terminase (5)
PC_02580,5,5.0,replication_initiation_protein (5)
PC_02581,5,5.0,hypothetical_protein (5)
PC_02582,5,5.0,hypothetical_protein (5)
PC_02583,5,5.0,hypothetical_protein (5)
PC_02584,5,5.0,hypothetical_protein (5)
PC_02585,5,5.0,single_strand_DNA_binding_protein (5)
PC_02586,5,5.0,tail_assembly_chaperone (5)
PC_02587,5,5.0,hypothetical_protein (5)
PC_02588,5,5.0,hypothetical_protein (5)
PC_02589,5,5.0,hypothetical_protein (5)
PC_02590,5,5.0,hypothetical_protein (5)
PC_02591,5,5.0,hypothetical_protein (5)
PC_02592,5,5.0,Erf-like_ssDNA_annealing_protein (5)
PC_02593,5,5.0,hypothetical_protein (5)
PC_02594,5,5.0,hypothetical_protein (5)
PC_02595,5,5.0,hypothetical_protein (5)
PC_02596,5,5.0,hypothetical_protein (5)
PC_02597,5,5.0,hypothetical_protein (5)
PC_02598,5,5.0,hypothetical_protein (5)
PC_02599,5,5.0,hypothetical_protein (5)
PC_02600,5,5.0,major_tail_protein (5)
PC_02601,5,5.0,hypothetical_protein (5)
PC_02602,5,5.0,hypothetical_protein (5)
PC_02603,5,5.0,hypothetical_protein (5)
PC_02604,5,5.0,hypothetical_protein (5)
PC_02605,5,5.0,hypothetical_protein (5)
PC_02606,5,5.0,terminase_large_subunit (5)
PC_02607,5,5.0,hypothetical_protein (5)
PC_02608,5,5.0,transcriptional_repressor (5)
PC_02609,5,5.0,hypothetical_protein (5)
PC_02610,5,5.0,DNA_methyltransferase (5)
PC_02611,5,5.0,hypothetical_protein (5)
PC_02612,5,5.0,hypothetical_protein (5)
PC_02613,5,5.0,hypothetical_protein (5)
PC_02614,5,5.0,hypothetical_protein (5)
PC_02615,5,5.0,hypothetical_protein (5)
PC_02616,5,5.0,RNA_polymerase_sigma_factor (5)
PC_02617,5,5.0,hypothetical_protein (5)
PC_02618,5,5.0,hypothetical_protein (5)
PC_02619,5,5.0,hypothetical_protein (5)
PC_02620,5,5.0,hypothetical_protein (5)
PC_02621,5,5.0,hypothetical_protein (5)
PC_02622,5,5.0,site-specific_recombination_directionality_factor_RDF (5)
PC_02623,5,5.0,hypothetical_protein (5)
PC_02624,5,5.0,hypothetical_protein (5)
PC_02625,5,5.0,hypothetical_protein (5)
PC_02626,5,5.0,hypothetical_protein (5)
PC_02627,5,5.0,hypothetical_protein (5)
PC_02628,5,5.0,tail_fiber_protein (5)
PC_02629,5,5.0,hypothetical_protein (5)
PC_02630,5,5.0,hypothetical_protein (5)
PC_02631,5,5.0,hypothetical_protein (5)
PC_02632,5,5.0,DNA_ejection_protein (4); virion_structural_protein (1)
PC_02633,5,5.0,hypothetical_protein (5)
PC_02634,5,5.0,hypothetical_protein (5)
PC_02635,5,5.0,hypothetical_protein (5)
PC_02636,5,5.0,hypothetical_protein (5)
PC_02637,5,5.0,hypothetical_protein (5)
PC_02638,5,5.0,hypothetical_protein (5)
PC_02639,5,5.0,hypothetical_protein (5)
PC_02640,5,5.0,head_maturation_protease (5)
PC_02641,5,5.0,virion_structural_protein (5)
PC_02642,5,5.0,tail_protein (5)
PC_02643,5,5.0,major_head_protein (5)
PC_02644,5,5.0,portal_protein (5)
PC_02645,5,5.0,homing_endonuclease (5)
PC_02646,5,5.0,hypothetical_protein (5)
PC_02647,5,5.0,tail_fiber_protein (1); hypothetical_protein (3); tail_protein (1)
PC_02648,5,5.0,hypothetical_protein (5)
PC_02649,5,5.0,hypothetical_protein (3); peptidase (2)
PC_02650,5,5.0,virion_structural_protein (5)
PC_02651,5,5.0,ATP-dependent_protease (5)
PC_02652,5,5.0,phosphoadenosine_phosphosulfate_reductase (5)
PC_02653,5,5.0,terminase_large_subunit (5)
PC_02654,5,5.0,hypothetical_protein (5)
PC_02655,5,5.0,hypothetical_protein (5)
PC_02656,5,5.0,terminase_small_subunit (5)
PC_02657,5,5.0,hypothetical_protein (5)
PC_02658,5,5.0,tail_fiber_protein (3); transglycosylase (2)
PC_02659,5,5.0,alpha-2 (5); 3-sialyltransferase (5)
PC_02660,5,5.0,hypothetical_protein (5)
PC_02661,5,5.0,RecE-like_recombination_exonuclease (5)
PC_02662,5,5.0,P-like_helicase_loader (4); hypothetical_protein (1)
PC_02663,5,5.0,hypothetical_protein (5)
PC_02664,5,5.0,hypothetical_protein (5)
PC_02665,5,5.0,hypothetical_protein (5)
PC_02666,5,5.0,hypothetical_protein (5)
PC_02667,5,5.0,tail_protein (5)
PC_02668,5,5.0,hypothetical_protein (5)
PC_02669,5,5.0,DNA_polymerase_processivity_factor (5)
PC_02670,5,5.0,head-tail_adaptor_Ad1 (5)
PC_02671,5,5.0,hypothetical_protein (4); head_maturation_protease (1)
PC_02672,5,5.0,Rz-like_spanin (1); hypothetical_protein (4)
PC_02673,5,5.0,hypothetical_protein (5)
PC_02674,5,5.0,hypothetical_protein (5)
PC_02675,5,5.0,holin (5)
PC_02676,5,5.0,hypothetical_protein (5)
PC_02677,5,5.0,hypothetical_protein (5)
PC_02678,5,5.0,hypothetical_protein (5)
PC_02679,5,5.0,hypothetical_protein (5)
PC_02680,5,5.0,hypothetical_protein (5)
PC_02681,5,5.0,hypothetical_protein (5)
PC_02682,5,5.0,hypothetical_protein (5)
PC_02683,5,5.0,hypothetical_protein (5)
PC_02684,4,4.0,hypothetical_protein (4)
PC_02685,4,4.0,DNA_methyltransferase (4)
PC_02686,4,4.0,hypothetical_protein (4)
PC_02687,4,4.0,hypothetical_protein (4)
PC_02688,4,4.0,hypothetical_protein (4)
PC_02689,4,4.0,terminase_large_subunit (2); DNA_helicase (2)
PC_02690,4,4.0,virion_structural_protein (4)
PC_02691,4,4.0,hypothetical_protein (4)
PC_02692,4,4.0,hypothetical_protein (4)
PC_02693,4,4.0,hypothetical_protein (4)
PC_02694,4,4.0,hypothetical_protein (4)
PC_02695,4,4.0,hypothetical_protein (4)
PC_02696,4,4.0,hypothetical_protein (4)
PC_02697,4,4.0,ParB-like_partition_protein (4)
PC_02698,4,4.0,DNA_repair_protein (4)
PC_02699,4,4.0,hypothetical_protein (4)
PC_02700,4,4.0,transcriptional_repressor (4)
PC_02701,4,4.0,transcriptional_repressor (4)
PC_02702,4,4.0,hypothetical_protein (4)
PC_02703,4,4.0,hypothetical_protein (4)
PC_02704,4,4.0,hypothetical_protein (4)
PC_02705,4,4.0,transcriptional_regulator (3); hypothetical_protein (1)
PC_02706,4,4.0,hypothetical_protein (2); plasmid_antitoxin_with_HTH_domain_protein (1); transcriptional_regulator (1)
PC_02707,4,4.0,hypothetical_protein (4)
PC_02708,4,4.0,hypothetical_protein (4)
PC_02709,4,4.0,hypothetical_protein (4)
PC_02710,4,4.0,hypothetical_protein (4)
PC_02711,4,4.0,hypothetical_protein (4)
PC_02712,4,4.0,hypothetical_protein (4)
PC_02713,4,4.0,RecT-like_ssDNA_annealing_protein (4)
PC_02714,4,4.0,hypothetical_protein (4)
PC_02715,4,4.0,hypothetical_protein (4)
PC_02716,4,4.0,hypothetical_protein (4)
PC_02717,4,4.0,phosphoesterase (4)
PC_02718,4,4.0,lipoprotein (4)
PC_02719,4,4.0,hypothetical_protein (4)
PC_02720,4,4.0,hypothetical_protein (4)
PC_02721,4,4.0,hypothetical_protein (4)
PC_02722,4,4.0,hypothetical_protein (4)
PC_02723,4,4.0,hypothetical_protein (4)
PC_02724,4,4.0,hypothetical_protein (4)
PC_02725,4,4.0,hypothetical_protein (4)
PC_02726,4,4.0,hypothetical_protein (4)
PC_02727,4,4.0,hypothetical_protein (4)
PC_02728,4,4.0,hypothetical_protein (4)
PC_02729,4,4.0,virion_structural_protein (4)
PC_02730,4,4.0,hypothetical_protein (4)
PC_02731,4,4.0,hypothetical_protein (4)
PC_02732,4,4.0,baseplate_protein (4)
